# AME2020 Table I — the 2020 atomic mass table.
# Meng Wang, W.J. Huang, F.G. Kondev, G. Audi, S. Naimi,
# Chinese Physics C 45, 030003 (2021), Table I, pages 030003-6 to 030003-75.
# Extracted from the PDF supplied by M, pdftotext -layout, PDF pages 7-76.
#
# THIS IS THE PUBLISHED ROUNDED TABLE, not mass_1.mas20. AME rounds to a
# precision set by the uncertainty, so values differ from the ASCII file by
# up to ~0.1 sigma. Verified against the Argonne mass_1.mas20 text on the
# A = 9 chain: max deviation 4.174 keV on 9He, which is 0.089 sigma.
#
# A is RECOMPUTED as N + Z; the printed A is used only as a check and
# matched on every row where it appears (0 mismatches).
# quality: M = measured, E = estimated (# in the source).
# Z	N	A	symbol	mass_excess_keV	unc_keV	quality
75	105	180	Re	-45837.0	21.0	M
75	106	181	Re	-46517.0	13.0	M
75	107	182	Re	-45450.0	100.0	M
75	108	183	Re	-45810.0	8.0	M
75	109	184	Re	-44220.0	4.0	M
75	110	185	Re	-43819.0	0.8	M
75	111	186	Re	-41927.3	0.8	M
75	112	187	Re	-41216.5	0.7	M
75	113	188	Re	-39016.9	0.7	M
75	114	189	Re	-37979.0	8.0	M
75	115	190	Re	-35583.0	5.0	M
75	116	191	Re	-34350.0	10.0	M
75	117	192	Re	-31590.0	70.0	M
75	118	193	Re	-30230.0	40.0	M
75	119	194	Re	-27260.0	200.0	E
75	120	195	Re	-25560.0	300.0	E
75	121	196	Re	-22360.0	300.0	E
75	122	197	Re	-20350.0	300.0	E
75	123	198	Re	-16990.0	400.0	E
75	124	199	Re	-14730.0	400.0	E
76	85	161	Os	-10200.0	400.0	E
76	86	162	Os	-14500.0	300.0	E
76	87	163	Os	-16340.0	300.0	E
76	88	164	Os	-20420.0	150.0	M
76	89	165	Os	-21750.0	200.0	E
76	90	166	Os	-25432.0	18.0	M
76	91	167	Os	-26500.0	80.0	M
76	92	168	Os	-29995.0	10.0	M
76	93	169	Os	-30723.0	26.0	M
76	94	170	Os	-33926.0	10.0	M
76	95	171	Os	-34297.0	18.0	M
76	96	172	Os	-37244.0	13.0	M
76	97	173	Os	-37438.0	15.0	M
76	98	174	Os	-39995.0	10.0	M
76	99	175	Os	-40105.0	12.0	M
76	100	176	Os	-42131.0	11.0	M
76	101	177	Os	-41956.0	15.0	M
76	102	178	Os	-43544.0	14.0	M
76	103	179	Os	-43020.0	16.0	M
76	104	180	Os	-44356.0	16.0	M
76	105	181	Os	-43550.0	25.0	M
76	106	182	Os	-44609.0	22.0	M
76	107	183	Os	-43660.0	50.0	M
76	108	184	Os	-44252.6	0.8	M
76	109	185	Os	-42805.9	0.8	M
76	110	186	Os	-43000.0	0.8	M
76	111	187	Os	-41219.0	0.7	M
76	112	188	Os	-41137.3	0.7	M
76	113	189	Os	-38986.8	0.7	M
76	114	190	Os	-38707.8	0.6	M
76	115	191	Os	-36395.2	0.7	M
76	116	192	Os	-35882.3	2.3	M
76	117	193	Os	-33394.4	2.3	M
76	118	194	Os	-32435.2	2.4	M
76	119	195	Os	-29510.0	60.0	M
76	120	196	Os	-28280.0	40.0	M
76	121	197	Os	-25080.0	200.0	E
76	122	198	Os	-23600.0	200.0	E
76	123	199	Os	-20270.0	200.0	E
76	124	200	Os	-18550.0	300.0	E
76	125	201	Os	-14840.0	300.0	E
76	126	202	Os	-12530.0	400.0	E
76	127	203	Os	-7270.0	400.0	E
77	86	163	Ir	-5310.0	400.0	E
77	87	164	Ir	-7480.0	320.0	E
77	88	165	Ir	-11600.0	160.0	E
77	89	166	Ir	-13310.0	200.0	E
77	90	167	Ir	-17072.0	18.0	M
77	91	168	Ir	-18670.0	60.0	M
77	92	169	Ir	-22093.0	23.0	M
77	93	170	Ir	-23180.0	100.0	E
77	94	171	Ir	-26410.0	40.0	M
77	95	172	Ir	-27380.0	30.0	M
77	96	173	Ir	-30268.0	11.0	M
77	97	174	Ir	-30786.0	11.0	M
77	98	175	Ir	-33395.0	12.0	M
77	99	176	Ir	-33882.0	8.0	M
77	100	177	Ir	-36047.0	20.0	M
77	101	178	Ir	-36254.0	19.0	M
77	102	179	Ir	-38082.0	10.0	M
77	103	180	Ir	-37978.0	22.0	M
77	104	181	Ir	-39463.0	5.0	M
77	105	182	Ir	-39052.0	21.0	M
77	106	183	Ir	-40202.0	25.0	M
77	107	184	Ir	-39611.0	28.0	M
77	108	185	Ir	-40336.0	28.0	M
77	109	186	Ir	-39172.0	17.0	M
77	110	187	Ir	-39549.0	28.0	M
77	111	188	Ir	-38345.0	9.0	M
77	112	189	Ir	-38450.0	13.0	M
77	113	190	Ir	-36753.6	1.4	M
77	114	191	Ir	-36708.8	1.3	M
77	115	192	Ir	-34835.6	1.3	M
77	116	193	Ir	-34536.3	1.3	M
77	117	194	Ir	-32531.8	1.3	M
77	118	195	Ir	-31692.3	1.3	M
77	119	196	Ir	-29440.0	40.0	M
77	120	197	Ir	-28264.0	20.0	M
77	121	198	Ir	-25710.0	200.0	E
77	122	199	Ir	-24400.0	40.0	M
77	123	200	Ir	-21570.0	200.0	E
77	124	201	Ir	-19840.0	200.0	E
77	125	202	Ir	-16640.0	300.0	E
77	126	203	Ir	-14370.0	400.0	E
77	127	204	Ir	-9570.0	400.0	E
77	128	205	Ir	-5600.0	500.0	E
78	87	165	Pt	-320.0	400.0	E
78	88	166	Pt	-4780.0	300.0	E
78	89	167	Pt	-6750.0	310.0	E
78	90	168	Pt	-11010.0	150.0	M
78	91	169	Pt	-12460.0	200.0	E
78	92	170	Pt	-16299.0	18.0	M
78	93	171	Pt	-17470.0	80.0	M
78	94	172	Pt	-21107.0	10.0	M
78	95	173	Pt	-21940.0	60.0	M
78	96	174	Pt	-25318.0	10.0	M
78	97	175	Pt	-25709.0	19.0	M
78	98	176	Pt	-28934.0	13.0	M
78	99	177	Pt	-29370.0	15.0	M
78	100	178	Pt	-31997.0	10.0	M
78	101	179	Pt	-32268.0	8.0	M
78	102	180	Pt	-34430.0	10.0	M
78	103	181	Pt	-34381.0	14.0	M
78	104	182	Pt	-36168.0	13.0	M
78	105	183	Pt	-35773.0	14.0	M
78	106	184	Pt	-37332.0	15.0	M
78	107	185	Pt	-36688.0	26.0	M
78	108	186	Pt	-37864.0	22.0	M
78	109	187	Pt	-36685.0	24.0	M
78	110	188	Pt	-37821.0	5.0	M
78	111	189	Pt	-36469.0	10.0	M
78	112	190	Pt	-37306.5	0.7	M
78	113	191	Pt	-35698.0	4.0	M
78	114	192	Pt	-36288.5	2.6	M
78	115	193	Pt	-34479.7	1.4	M
78	116	194	Pt	-34760.1	0.5	M
78	117	195	Pt	-32793.9	0.5	M
78	118	196	Pt	-32644.5	0.5	M
78	119	197	Pt	-30419.8	0.5	M
78	120	198	Pt	-29904.0	2.1	M
78	121	199	Pt	-27388.7	2.2	M
78	122	200	Pt	-26599.0	20.0	M
78	123	201	Pt	-23740.0	50.0	M
78	124	202	Pt	-22692.0	25.0	M
78	125	203	Pt	-19510.0	200.0	E
78	126	204	Pt	-17620.0	200.0	E
78	127	205	Pt	-12820.0	300.0	E
78	128	206	Pt	-9240.0	300.0	E
78	129	207	Pt	-4140.0	400.0	E
78	130	208	Pt	-500.0	400.0	E
79	89	168	Au	2530.0	400.0	E
79	90	169	Au	-1790.0	300.0	E
79	91	170	Au	-3700.0	200.0	E
79	92	171	Au	-7562.0	21.0	M
79	93	172	Au	-9320.0	60.0	M
79	94	173	Au	-12832.0	23.0	M
79	95	174	Au	-14060.0	100.0	E
79	96	175	Au	-17400.0	40.0	M
79	97	176	Au	-18520.0	30.0	M
79	98	177	Au	-21546.0	10.0	M
79	99	178	Au	-22303.0	10.0	M
79	100	179	Au	-24989.0	12.0	M
79	101	180	Au	-25626.0	5.0	M
79	102	181	Au	-27871.0	20.0	M
79	103	182	Au	-28304.0	19.0	M
79	104	183	Au	-30191.0	9.0	M
79	105	184	Au	-30319.0	22.0	M
79	106	185	Au	-31858.1	2.6	M
79	107	186	Au	-31715.0	21.0	M
79	108	187	Au	-33029.0	22.0	M
79	109	188	Au	-32371.3	2.7	M
79	110	189	Au	-33582.0	20.0	M
79	111	190	Au	-32834.0	3.0	M
79	112	191	Au	-33798.0	5.0	M
79	113	192	Au	-32772.0	16.0	M
79	114	193	Au	-33405.0	9.0	M
79	115	194	Au	-32211.9	2.1	M
79	116	195	Au	-32567.1	1.1	M
79	117	196	Au	-31138.7	3.0	M
79	118	197	Au	-31139.8	0.5	M
79	119	198	Au	-29580.8	0.5	M
79	120	199	Au	-29093.8	0.5	M
79	121	200	Au	-27240.0	27.0	M
79	122	201	Au	-26401.0	3.0	M
79	123	202	Au	-24353.0	23.0	M
79	124	203	Au	-23143.0	3.0	M
79	125	204	Au	-20390.0	200.0	E
79	126	205	Au	-18570.0	200.0	E
79	127	206	Au	-14190.0	300.0	E
79	128	207	Au	-10640.0	300.0	E
79	129	208	Au	-5910.0	300.0	E
79	130	209	Au	-2230.0	400.0	E
79	131	210	Au	2680.0	400.0	E
80	90	170	Hg	5420.0	300.0	E
80	91	171	Hg	3340.0	310.0	E
80	92	172	Hg	-1060.0	150.0	M
80	93	173	Hg	-2660.0	200.0	E
80	94	174	Hg	-6641.0	19.0	M
80	95	175	Hg	-7970.0	80.0	M
80	96	176	Hg	-11785.0	11.0	M
80	97	177	Hg	-12780.0	80.0	M
80	98	178	Hg	-16315.0	11.0	M
80	99	179	Hg	-16933.0	28.0	M
80	100	180	Hg	-20251.0	13.0	M
80	101	181	Hg	-20661.0	15.0	M
80	102	182	Hg	-23577.0	10.0	M
80	103	183	Hg	-23805.0	7.0	M
80	104	184	Hg	-26345.0	10.0	M
80	105	185	Hg	-26184.0	14.0	M
80	106	186	Hg	-28539.0	12.0	M
80	107	187	Hg	-28119.0	13.0	M
80	108	188	Hg	-30198.0	7.0	M
80	109	189	Hg	-29630.0	30.0	M
80	110	190	Hg	-31371.0	16.0	M
80	111	191	Hg	-30592.0	22.0	M
80	112	192	Hg	-32011.0	16.0	M
80	113	193	Hg	-31062.0	16.0	M
80	114	194	Hg	-32184.0	2.9	M
80	115	195	Hg	-31013.0	23.0	M
80	116	196	Hg	-31825.9	2.9	M
80	117	197	Hg	-30540.0	3.0	M
80	118	198	Hg	-30954.3	0.5	M
80	119	199	Hg	-29546.1	0.5	M
80	120	200	Hg	-29503.3	0.5	M
80	121	201	Hg	-27662.5	0.7	M
80	122	202	Hg	-27345.3	0.7	M
80	123	203	Hg	-25269.2	1.6	M
80	124	204	Hg	-24690.1	0.5	M
80	125	205	Hg	-22288.0	4.0	M
80	126	206	Hg	-20946.0	20.0	M
80	127	207	Hg	-16487.0	30.0	M
80	128	208	Hg	-13270.0	30.0	M
80	129	209	Hg	-8610.0	150.0	E
80	130	210	Hg	-5300.0	200.0	E
80	131	211	Hg	-390.0	200.0	E
80	132	212	Hg	3020.0	300.0	E
80	133	213	Hg	8200.0	300.0	E
80	134	214	Hg	11770.0	400.0	E
80	135	215	Hg	17110.0	400.0	E
80	136	216	Hg	20920.0	400.0	E
81	95	176	Tl	580.0	80.0	M
81	96	177	Tl	-3340.0	22.0	M
81	97	178	Tl	-4610.0	100.0	E
81	98	179	Tl	-8270.0	40.0	M
81	99	180	Tl	-9390.0	70.0	M
81	100	181	Tl	-12799.0	9.0	M
81	101	182	Tl	-13327.0	12.0	M
81	102	183	Tl	-16587.0	9.0	M
81	103	184	Tl	-16883.0	10.0	M
81	104	185	Tl	-19758.0	21.0	M
81	105	186	Tl	-19883.0	21.0	M
81	106	187	Tl	-22445.0	8.0	M
81	107	188	Tl	-22336.0	30.0	M
81	108	189	Tl	-24616.0	8.0	M
81	109	190	Tl	-24366.0	7.0	M
81	110	191	Tl	-26283.0	7.0	M
81	111	192	Tl	-25870.0	30.0	M
81	112	193	Tl	-27477.0	7.0	M
81	113	194	Tl	-26937.0	14.0	M
81	114	195	Tl	-28155.0	11.0	M
81	115	196	Tl	-27497.0	12.0	M
81	116	197	Tl	-28354.0	14.0	M
81	117	198	Tl	-27529.0	8.0	M
81	118	199	Tl	-28059.0	28.0	M
81	119	200	Tl	-27047.0	6.0	M
81	120	201	Tl	-27181.0	14.0	M
81	121	202	Tl	-25980.4	1.8	M
81	122	203	Tl	-25761.3	1.2	M
81	123	204	Tl	-24346.1	1.2	M
81	124	205	Tl	-23820.8	1.2	M
81	125	206	Tl	-22253.3	1.3	M
81	126	207	Tl	-21034.0	5.0	M
81	127	208	Tl	-16750.1	1.9	M
81	128	209	Tl	-13645.0	6.0	M
81	129	210	Tl	-9247.0	12.0	M
81	130	211	Tl	-6080.0	40.0	M
81	131	212	Tl	-1550.0	200.0	E
81	132	213	Tl	1784.0	27.0	M
81	133	214	Tl	6470.0	200.0	E
81	134	215	Tl	10030.0	300.0	E
81	135	216	Tl	14870.0	300.0	E
81	136	217	Tl	18660.0	400.0	E
81	137	218	Tl	23710.0	400.0	E
82	96	178	Pb	3573.0	23.0	M
82	97	179	Pb	2050.0	80.0	M
82	98	180	Pb	-1941.0	12.0	M
82	99	181	Pb	-3110.0	90.0	M
82	100	182	Pb	-6825.0	12.0	M
82	101	183	Pb	-7580.0	29.0	M
82	102	184	Pb	-11052.0	13.0	M
82	103	185	Pb	-11541.0	16.0	M
82	104	186	Pb	-14681.0	11.0	M
82	105	187	Pb	-14987.0	5.0	M
82	106	188	Pb	-17811.0	10.0	M
82	107	189	Pb	-17844.0	14.0	M
82	108	190	Pb	-20417.0	13.0	M
82	109	191	Pb	-20291.0	7.0	M
82	110	192	Pb	-22552.0	6.0	M
82	111	193	Pb	-22229.0	10.0	M
82	112	194	Pb	-24208.0	17.0	M
82	113	195	Pb	-23738.0	5.0	M
82	114	196	Pb	-25348.0	8.0	M
82	115	197	Pb	-24745.0	5.0	M
82	116	198	Pb	-26067.0	9.0	M
82	117	199	Pb	-25232.0	7.0	M
82	118	200	Pb	-26251.0	10.0	M
82	119	201	Pb	-25271.0	14.0	M
82	120	202	Pb	-25941.0	4.0	M
82	121	203	Pb	-24786.0	7.0	M
82	122	204	Pb	-25109.8	1.1	M
82	123	205	Pb	-23770.2	1.1	M
82	124	206	Pb	-23785.5	1.1	M
82	125	207	Pb	-22452.0	1.1	M
82	126	208	Pb	-21748.5	1.1	M
82	127	209	Pb	-17614.6	1.7	M
82	128	210	Pb	-14728.4	1.4	M
82	129	211	Pb	-10493.0	2.3	M
82	130	212	Pb	-7548.9	1.8	M
82	131	213	Pb	-3204.0	7.0	M
82	132	214	Pb	-183.0	2.0	M
82	133	215	Pb	4340.0	50.0	M
82	134	216	Pb	7510.0	200.0	E
82	135	217	Pb	12260.0	300.0	E
82	136	218	Pb	15630.0	300.0	E
82	137	219	Pb	20620.0	400.0	E
82	138	220	Pb	24130.0	400.0	E
83	101	184	Bi	1250.0	120.0	E
83	102	185	Bi	-2240.0	80.0	E
83	103	186	Bi	-3145.0	17.0	M
83	104	187	Bi	-6383.0	10.0	M
83	105	188	Bi	-7195.0	11.0	M
83	106	189	Bi	-10065.0	21.0	M
83	107	190	Bi	-10596.0	21.0	M
83	108	191	Bi	-13239.0	7.0	M
83	109	192	Bi	-13530.0	30.0	M
83	110	193	Bi	-15885.0	8.0	M
83	111	194	Bi	-16023.0	5.0	M
83	112	195	Bi	-18026.0	5.0	M
83	113	196	Bi	-18009.0	24.0	M
83	114	197	Bi	-19687.0	8.0	M
83	115	198	Bi	-19374.0	28.0	M
83	116	199	Bi	-20798.0	11.0	M
83	117	200	Bi	-20371.0	23.0	M
83	118	201	Bi	-21429.0	12.0	M
83	119	202	Bi	-20751.0	14.0	M
83	120	203	Bi	-21525.0	13.0	M
83	121	204	Bi	-20646.0	9.0	M
83	122	205	Bi	-21066.0	5.0	M
83	123	206	Bi	-20028.0	8.0	M
83	124	207	Bi	-20054.6	2.4	M
83	125	208	Bi	-18870.2	2.3	M
83	126	209	Bi	-18258.6	1.4	M
83	127	210	Bi	-14791.9	1.4	M
83	128	211	Bi	-11859.0	5.0	M
83	129	212	Bi	-8117.9	1.9	M
83	130	213	Bi	-5232.0	5.0	M
83	131	214	Bi	-1201.0	11.0	M
83	132	215	Bi	1629.0	6.0	M
83	133	216	Bi	5874.0	11.0	M
83	134	217	Bi	8730.0	18.0	M
83	135	218	Bi	13216.0	27.0	M
83	136	219	Bi	16320.0	200.0	E
83	137	220	Bi	20960.0	300.0	E
83	138	221	Bi	24200.0	300.0	E
83	139	222	Bi	28950.0	300.0	E
83	140	223	Bi	32240.0	400.0	E
83	141	224	Bi	37070.0	400.0	E
84	102	186	Po	4102.0	18.0	M
84	103	187	Po	2820.0	30.0	M
84	104	188	Po	-544.0	20.0	M
84	105	189	Po	-1422.0	22.0	M
84	106	190	Po	-4563.0	13.0	M
84	107	191	Po	-5069.0	7.0	M
84	108	192	Po	-8066.0	11.0	M
84	109	193	Po	-8325.0	15.0	M
84	110	194	Po	-11005.0	13.0	M
84	111	195	Po	-11117.0	6.0	M
84	112	196	Po	-13469.0	5.0	M
84	113	197	Po	-13393.0	10.0	M
84	114	198	Po	-15473.0	17.0	M
84	115	199	Po	-15239.0	5.0	M
84	116	200	Po	-16942.0	8.0	M
84	117	201	Po	-16521.0	5.0	M
84	118	202	Po	-17942.0	9.0	M
84	119	203	Po	-17311.0	5.0	M
84	120	204	Po	-18341.0	10.0	M
84	121	205	Po	-17521.0	10.0	M
84	122	206	Po	-18189.0	4.0	M
84	123	207	Po	-17146.0	7.0	M
84	124	208	Po	-17469.2	1.7	M
84	125	209	Po	-16366.0	1.8	M
84	126	210	Po	-15953.1	1.1	M
84	127	211	Po	-12432.5	1.3	M
84	128	212	Po	-10369.4	1.2	M
84	129	213	Po	-6654.0	3.0	M
84	130	214	Po	-4470.0	1.4	M
84	131	215	Po	-541.8	2.1	M
84	132	216	Po	1782.3	1.8	M
84	133	217	Po	5883.0	7.0	M
84	134	218	Po	8356.7	2.0	M
84	135	219	Po	12681.0	16.0	M
84	136	220	Po	15263.0	18.0	M
84	137	221	Po	19774.0	20.0	M
84	138	222	Po	22490.0	40.0	M
84	139	223	Po	27080.0	200.0	E
84	140	224	Po	29910.0	200.0	E
84	141	225	Po	34580.0	300.0	E
84	142	226	Po	37550.0	400.0	E
84	143	227	Po	42280.0	400.0	E
85	106	191	At	3864.0	16.0	M
85	107	192	At	2926.0	28.0	M
85	108	193	At	-67.0	22.0	M
85	109	194	At	-716.0	24.0	M
85	110	195	At	-3470.0	10.0	M
85	111	196	At	-3910.0	30.0	M
85	112	197	At	-6355.0	8.0	M
85	113	198	At	-6709.0	5.0	M
85	114	199	At	-8823.0	5.0	M
85	115	200	At	-8988.0	24.0	M
85	116	201	At	-10789.0	8.0	M
85	117	202	At	-10595.0	28.0	M
85	118	203	At	-12163.0	11.0	M
85	119	204	At	-11875.0	23.0	M
85	120	205	At	-12985.0	12.0	M
85	121	206	At	-12439.0	14.0	M
85	122	207	At	-13227.0	12.0	M
85	123	208	At	-12470.0	9.0	M
85	124	209	At	-12884.0	5.0	M
85	125	210	At	-11972.0	8.0	M
85	126	211	At	-11647.2	2.7	M
85	127	212	At	-8628.1	2.4	M
85	128	213	At	-6580.0	5.0	M
85	129	214	At	-3379.0	4.0	M
85	130	215	At	-1257.0	7.0	M
85	131	216	At	2257.0	4.0	M
85	132	217	At	4395.0	5.0	M
85	133	218	At	8100.0	12.0	M
85	134	219	At	10396.0	3.0	M
85	135	220	At	14376.0	14.0	M
85	136	221	At	16783.0	14.0	M
85	137	222	At	20953.0	16.0	M
85	138	223	At	23428.0	14.0	M
85	139	224	At	27711.0	22.0	M
85	140	225	At	30300.0	300.0	E
85	141	226	At	34660.0	300.0	E
85	142	227	At	37430.0	300.0	E
85	143	228	At	41880.0	400.0	E
85	144	229	At	44890.0	400.0	E
86	107	193	Rn	9043.0	25.0	M
86	108	194	Rn	5725.0	17.0	M
86	109	195	Rn	5050.0	50.0	M
86	110	196	Rn	1975.0	14.0	M
86	111	197	Rn	1510.0	16.0	M
86	112	198	Rn	-1230.0	13.0	M
86	113	199	Rn	-1560.0	7.0	M
86	114	200	Rn	-4000.0	6.0	M
86	115	201	Rn	-4107.0	10.0	M
86	116	202	Rn	-6275.0	18.0	M
86	117	203	Rn	-6184.0	6.0	M
86	118	204	Rn	-7970.0	7.0	M
86	119	205	Rn	-7710.0	5.0	M
86	120	206	Rn	-9133.0	9.0	M
86	121	207	Rn	-8635.0	5.0	M
86	122	208	Rn	-9655.0	10.0	M
86	123	209	Rn	-8941.0	10.0	M
86	124	210	Rn	-9605.0	5.0	M
86	125	211	Rn	-8755.0	7.0	M
86	126	212	Rn	-8659.0	3.0	M
86	127	213	Rn	-5696.0	3.0	M
86	128	214	Rn	-4320.0	9.0	M
86	129	215	Rn	-1169.0	6.0	M
86	130	216	Rn	253.0	6.0	M
86	131	217	Rn	3659.0	4.0	M
86	132	218	Rn	5217.4	2.3	M
86	133	219	Rn	8829.3	2.1	M
86	134	220	Rn	10612.0	1.8	M
86	135	221	Rn	14471.0	6.0	M
86	136	222	Rn	16372.0	1.9	M
86	137	223	Rn	20390.0	8.0	M
86	138	224	Rn	22445.0	10.0	M
86	139	225	Rn	26534.0	11.0	M
86	140	226	Rn	28747.0	10.0	M
86	141	227	Rn	32886.0	14.0	M
86	142	228	Rn	35243.0	18.0	M
86	143	229	Rn	39362.0	13.0	M
86	144	230	Rn	42170.0	200.0	E
86	145	231	Rn	46550.0	300.0	E
87	110	197	Fr	10250.0	60.0	M
87	111	198	Fr	9580.0	30.0	M
87	112	199	Fr	6771.0	14.0	M
87	113	200	Fr	6130.0	30.0	M
87	114	201	Fr	3589.0	9.0	M
87	115	202	Fr	3102.0	6.0	M
87	116	203	Fr	6.0	7731.71	M
87	117	204	Fr	607.0	25.0	M
87	118	205	Fr	-1310.0	8.0	M
87	119	206	Fr	-1247.0	28.0	M
87	120	207	Fr	-2849.0	18.0	M
87	121	208	Fr	-2665.0	12.0	M
87	122	209	Fr	-3782.0	12.0	M
87	123	210	Fr	-3344.0	13.0	M
87	124	211	Fr	-4140.0	12.0	M
87	125	212	Fr	-3516.0	9.0	M
87	126	213	Fr	-3554.0	5.0	M
87	127	214	Fr	-958.0	9.0	M
87	128	215	Fr	318.0	7.0	M
87	129	216	Fr	2971.0	4.0	M
87	130	217	Fr	4315.0	7.0	M
87	131	218	Fr	7059.0	4.0	M
87	132	219	Fr	8617.0	7.0	M
87	133	220	Fr	11482.0	4.0	M
87	134	221	Fr	13277.0	5.0	M
87	135	222	Fr	16378.0	7.0	M
87	136	223	Fr	18382.3	1.9	M
87	137	224	Fr	21749.0	11.0	M
87	138	225	Fr	23821.0	12.0	M
87	139	226	Fr	27521.0	6.0	M
87	140	227	Fr	29682.0	6.0	M
87	141	228	Fr	33384.0	7.0	M
87	142	229	Fr	35668.0	5.0	M
87	143	230	Fr	39487.0	7.0	M
87	144	231	Fr	42081.0	8.0	M
87	145	232	Fr	46073.0	14.0	M
87	146	233	Fr	48920.0	20.0	M
88	113	201	Ra	11937.0	20.0	M
88	114	202	Ra	9075.0	15.0	M
88	115	203	Ra	8601.0	10.0	M
88	116	204	Ra	6061.0	9.0	M
88	117	205	Ra	5804.0	23.0	M
88	118	206	Ra	3566.0	18.0	M
88	119	207	Ra	3510.0	60.0	M
88	120	208	Ra	1728.0	9.0	M
88	121	209	Ra	1858.0	6.0	M
88	122	210	Ra	443.0	9.0	M
88	123	211	Ra	5.0	7741.089	M
88	124	212	Ra	10.0	7747.51	M
88	125	213	Ra	10.0	7746.47	M
88	126	214	Ra	93.0	5.0	M
88	127	215	Ra	2532.0	7.0	M
88	128	216	Ra	3291.0	8.0	M
88	129	217	Ra	5890.0	7.0	M
88	130	218	Ra	6646.0	10.0	M
88	131	219	Ra	9394.0	7.0	M
88	132	220	Ra	10272.0	8.0	M
88	133	221	Ra	12964.0	5.0	M
88	134	222	Ra	14320.0	4.0	M
88	135	223	Ra	17233.2	2.1	M
88	136	224	Ra	18825.8	1.8	M
88	137	225	Ra	21993.0	2.6	M
88	138	226	Ra	23667.6	1.9	M
88	139	227	Ra	27177.5	1.9	M
88	140	228	Ra	28940.2	2.0	M
88	141	229	Ra	32562.0	15.0	M
88	142	230	Ra	34516.0	10.0	M
88	143	231	Ra	38216.0	11.0	M
88	144	232	Ra	40497.0	9.0	M
88	145	233	Ra	44334.0	9.0	M
88	146	234	Ra	46931.0	8.0	M
88	147	235	Ra	51130.0	300.0	E
89	116	205	Ac	14110.0	60.0	M
89	117	206	Ac	13480.0	70.0	M
89	118	207	Ac	11150.0	60.0	M
89	119	208	Ac	10760.0	60.0	M
89	120	209	Ac	8840.0	60.0	M
89	121	210	Ac	8760.0	60.0	M
89	122	211	Ac	7140.0	50.0	M
89	123	212	Ac	7300.0	22.0	M
89	124	213	Ac	6141.0	12.0	M
89	125	214	Ac	6433.0	14.0	M
89	126	215	Ac	6031.0	12.0	M
89	127	216	Ac	8150.0	9.0	M
89	128	217	Ac	8702.0	11.0	M
89	129	218	Ac	10850.0	60.0	M
89	130	219	Ac	11570.0	50.0	M
89	131	220	Ac	13744.0	6.0	M
89	132	221	Ac	14530.0	60.0	M
89	133	222	Ac	16622.0	5.0	M
89	134	223	Ac	17825.0	7.0	M
89	135	224	Ac	20234.0	4.0	M
89	136	225	Ac	21637.0	5.0	M
89	137	226	Ac	24309.0	3.0	M
89	138	227	Ac	25849.5	1.9	M
89	139	228	Ac	28894.7	2.1	M
89	140	229	Ac	30690.0	12.0	M
89	141	230	Ac	33838.0	16.0	M
89	142	231	Ac	35763.0	13.0	M
89	143	232	Ac	39154.0	13.0	M
89	144	233	Ac	41308.0	13.0	M
89	145	234	Ac	44841.0	14.0	M
89	146	235	Ac	47357.0	14.0	M
89	147	236	Ac	51220.0	40.0	M
89	148	237	Ac	54020.0	400.0	E
90	118	208	Th	16690.0	30.0	M
90	119	209	Th	16400.0	100.0	E
90	120	210	Th	14060.0	19.0	M
90	121	211	Th	13880.0	90.0	M
90	122	212	Th	12111.0	10.0	M
90	123	213	Th	12120.0	9.0	M
90	124	214	Th	10695.0	11.0	M
90	125	215	Th	10921.0	6.0	M
90	126	216	Th	10299.0	11.0	M
90	127	217	Th	12206.0	11.0	M
90	128	218	Th	12367.0	11.0	M
90	129	219	Th	14460.0	60.0	M
90	130	220	Th	14690.0	14.0	M
90	131	221	Th	16940.0	8.0	M
90	132	222	Th	17203.0	10.0	M
90	133	223	Th	19385.0	8.0	M
90	134	224	Th	19996.0	10.0	M
90	135	225	Th	22310.0	5.0	M
90	136	226	Th	23198.0	4.0	M
90	137	227	Th	25804.8	2.1	M
90	138	228	Th	26770.9	1.8	M
90	139	229	Th	29585.5	2.4	M
90	140	230	Th	30862.5	1.2	M
90	141	231	Th	33815.8	1.2	M
90	142	232	Th	35446.7	1.4	M
90	143	233	Th	38731.6	1.4	M
90	144	234	Th	40613.0	2.6	M
90	145	235	Th	44018.0	13.0	M
90	146	236	Th	46255.0	14.0	M
90	147	237	Th	49955.0	16.0	M
90	148	238	Th	52530.0	280.0	E
90	149	239	Th	56500.0	400.0	E
91	120	211	Pa	22050.0	70.0	M
91	121	212	Pa	21600.0	90.0	M
91	122	213	Pa	19650.0	60.0	M
91	123	214	Pa	19460.0	80.0	M
91	124	215	Pa	17800.0	80.0	M
91	125	216	Pa	17824.0	25.0	M
91	126	217	Pa	17055.0	12.0	M
91	127	218	Pa	18650.0	18.0	M
91	128	219	Pa	18580.0	70.0	M
91	129	220	Pa	20278.0	15.0	M
91	130	221	Pa	20370.0	60.0	M
91	131	222	Pa	22060.0	90.0	M
91	132	223	Pa	22340.0	80.0	M
91	133	224	Pa	23862.0	8.0	M
91	134	225	Pa	24360.0	80.0	M
91	135	226	Pa	26034.0	11.0	M
91	136	227	Pa	26830.0	7.0	M
